Flight_number,Fare_code,Amount,Restrictions
5398,business,669,non-refundable
5398,first_class,1017,refundable
5398,first_class,917,non-refundable
1720,coach,274,refundable
1720,coach,224,non-refundable
1720,business,576,refundable
1720,business,501,non-refundable
1720,first_class,911,refundable
1720,first_class,811,non-refundable
9374,coach,303,refundable
9374,coach,253,non-refundable
9374,business,581,refundable
9374,business,506,non-refundable
9374,first_class,903,refundable
9374,first_class,803,non-refundable
9931,coach,441,refundable
9931,coach,391,non-refundable
9931,business,592,refundable
9931,business,517,non-refundable
9931,first_class,975,refundable
9931,first_class,875,non-refundable
5600,coach,401,refundable
5600,coach,351,non-refundable
5600,business,760,refundable
5600,business,685,non-refundable
5600,first_class,996,refundable
5600,first_class,896,non-refundable
9362,coach,426,refundable
9362,coach,376,non-refundable
9362,business,734,refundable
9362,business,659,non-refundable
9362,first_class,1022,refundable
9362,first_class,922,non-refundable
3208,coach,355,refundable
3208,coach,305,non-refundable
3208,business,633,refundable
3208,business,558,non-refundable
3208,first_class,915,refundable
3208,first_class,815,non-refundable
3385,coach,294,refundable
3385,coach,244,non-refundable
3385,business,744,refundable
3385,business,669,non-refundable
3385,first_class,994,refundable
3385,first_class,894,non-refundable
1127,coach,251,refundable
1127,coach,201,non-refundable
1127,business,610,refundable
1127,business,535,non-refundable
1127,first_class,1038,refundable
1127,first_class,938,non-refundable
5657,coach,341,refundable
5657,coach,291,non-refundable
5657,business,669,refundable
5657,business,594,non-refundable
5657,first_class,922,refundable
5657,first_class,822,non-refundable
7901,coach,253,refundable
7901,coach,203,non-refundable
7901,business,769,refundable
7901,business,694,non-refundable
7901,first_class,951,refundable
7901,first_class,851,non-refundable
4131,coach,410,refundable
4131,coach,360,non-refundable
4131,business,617,refundable
4131,business,542,non-refundable
4131,first_class,995,refundable
4131,first_class,895,non-refundable
6142,coach,362,refundable
6142,coach,312,non-refundable
6142,business,766,refundable
6142,business,691,non-refundable
6142,first_class,1006,refundable
6142,first_class,906,non-refundable
5127,coach,301,refundable
5127,coach,251,non-refundable
5127,business,643,refundable
5127,business,568,non-refundable
5127,first_class,904,refundable
5127,first_class,804,non-refundable
6392,coach,345,refundable
6392,coach,295,non-refundable
6392,business,582,refundable
6392,business,507,non-refundable
6392,first_class,961,refundable
6392,first_class,861,non-refundable
2394,coach,447,refundable
2394,coach,397,non-refundable
2394,business,583,refundable
2394,business,508,non-refundable
2394,first_class,935,refundable
2394,first_class,835,non-refundable
62,coach,435,refundable
62,coach,385,non-refundable
62,business,702,refundable
62,business,627,non-refundable
62,first_class,962,refundable
62,first_class,862,non-refundable
8721,coach,265,refundable
8721,coach,215,non-refundable
8721,business,726,refundable
8721,business,651,non-refundable
8721,first_class,1020,refundable
8721,first_class,920,non-refundable
7530,coach,423,refundable
7530,coach,373,non-refundable
7530,business,614,refundable
7530,business,539,non-refundable
7530,first_class,1060,refundable
7530,first_class,960,non-refundable
4837,coach,419,refundable
4837,coach,369,non-refundable
4837,business,707,refundable
4837,business,632,non-refundable
4837,first_class,1056,refundable
4837,first_class,956,non-refundable
8464,coach,401,refundable
8464,coach,351,non-refundable
8464,business,671,refundable
8464,business,596,non-refundable
8464,first_class,1070,refundable
8464,first_class,970,non-refundable
3658,coach,436,refundable
3658,coach,386,non-refundable
3658,business,772,refundable
3658,business,697,non-refundable
3658,first_class,935,refundable
3658,first_class,835,non-refundable
1019,coach,317,refundable
1019,coach,267,non-refundable
1019,business,750,refundable
1019,business,675,non-refundable
1019,first_class,951,refundable
1019,first_class,851,non-refundable
9185,coach,382,refundable
9185,coach,332,non-refundable
9185,business,676,refundable
9185,business,601,non-refundable
9185,first_class,1053,refundable
9185,first_class,953,non-refundable
8276,coach,280,refundable
8276,coach,230,non-refundable
8276,business,602,refundable
8276,business,527,non-refundable
8276,first_class,916,refundable
8276,first_class,816,non-refundable
4370,coach,416,refundable
4370,coach,366,non-refundable
4370,business,694,refundable
4370,business,619,non-refundable
4370,first_class,1018,refundable
4370,first_class,918,non-refundable
519,coach,445,refundable
519,coach,395,non-refundable
519,business,603,refundable
519,business,528,non-refundable
519,first_class,965,refundable
519,first_class,865,non-refundable
334,coach,310,refundable
334,coach,260,non-refundable
334,business,728,refundable
334,business,653,non-refundable
334,first_class,918,refundable
334,first_class,818,non-refundable
3496,coach,395,refundable
3496,coach,345,non-refundable
3496,business,621,refundable
3496,business,546,non-refundable
3496,first_class,984,refundable
3496,first_class,884,non-refundable
396,coach,286,refundable
396,coach,236,non-refundable
396,business,661,refundable
396,business,586,non-refundable
396,first_class,910,refundable
396,first_class,810,non-refundable
3383,coach,337,refundable
3383,coach,287,non-refundable
3383,business,709,refundable
3383,business,634,non-refundable
3383,first_class,962,refundable
3383,first_class,862,non-refundable
9710,coach,347,refundable
9710,coach,297,non-refundable
9710,business,677,refundable
9710,business,602,non-refundable
9710,first_class,929,refundable
9710,first_class,829,non-refundable
911,coach,441,refundable
911,coach,391,non-refundable
911,business,657,refundable
911,business,582,non-refundable
911,first_class,1068,refundable
911,first_class,968,non-refundable
8488,coach,260,refundable
8488,coach,210,non-refundable
8488,business,690,refundable
8488,business,615,non-refundable
8488,first_class,1017,refundable
8488,first_class,917,non-refundable
7623,coach,319,refundable
7623,coach,269,non-refundable
7623,business,579,refundable
7623,business,504,non-refundable
7623,first_class,1072,refundable
7623,first_class,972,non-refundable
8620,coach,380,refundable
8620,coach,330,non-refundable
8620,business,732,refundable
8620,business,657,non-refundable
8620,first_class,1035,refundable
8620,first_class,935,non-refundable
5025,coach,379,refundable
5025,coach,329,non-refundable
5025,business,701,refundable
5025,business,626,non-refundable
5025,first_class,965,refundable
5025,first_class,865,non-refundable
9828,coach,250,refundable
9828,coach,200,non-refundable
9828,business,728,refundable
9828,business,653,non-refundable
9828,first_class,1020,refundable
9828,first_class,920,non-refundable
6518,coach,442,refundable
6518,coach,392,non-refundable
6518,business,667,refundable
6518,business,592,non-refundable
6518,first_class,975,refundable
6518,first_class,875,non-refundable
2484,coach,432,refundable
2484,coach,382,non-refundable
2484,business,732,refundable
2484,business,657,non-refundable
2484,first_class,997,refundable
2484,first_class,897,non-refundable
5954,coach,393,refundable
5954,coach,343,non-refundable
5954,business,660,refundable
5954,business,585,non-refundable
5954,first_class,942,refundable
5954,first_class,842,non-refundable
8931,coach,343,refundable
8931,coach,293,non-refundable
8931,business,765,refundable
8931,business,690,non-refundable
8931,first_class,1096,refundable
8931,first_class,996,non-refundable
3269,coach,426,refundable
3269,coach,376,non-refundable
3269,business,760,refundable
3269,business,685,non-refundable
3269,first_class,977,refundable
3269,first_class,877,non-refundable
7066,coach,436,refundable
7066,coach,386,non-refundable
7066,business,743,refundable
7066,business,668,non-refundable
7066,first_class,907,refundable
7066,first_class,807,non-refundable
5967,coach,372,refundable
5967,coach,322,non-refundable
5967,business,603,refundable
5967,business,528,non-refundable
5967,first_class,1002,refundable
5967,first_class,902,non-refundable
2392,coach,337,refundable
2392,coach,287,non-refundable
2392,business,607,refundable
2392,business,532,non-refundable
2392,first_class,974,refundable
2392,first_class,874,non-refundable
1616,coach,250,refundable
1616,coach,200,non-refundable
1616,business,576,refundable
1616,business,501,non-refundable
1616,first_class,1058,refundable
1616,first_class,958,non-refundable
7466,coach,412,refundable
7466,coach,362,non-refundable
7466,business,588,refundable
7466,business,513,non-refundable
7466,first_class,1001,refundable
7466,first_class,901,non-refundable
8304,coach,290,refundable
8304,coach,240,non-refundable
8304,business,774,refundable
8304,business,699,non-refundable
8304,first_class,907,refundable
8304,first_class,807,non-refundable
4415,coach,289,refundable
4415,coach,239,non-refundable
4415,business,707,refundable
4415,business,632,non-refundable
4415,first_class,927,refundable
4415,first_class,827,non-refundable
7012,coach,369,refundable
7012,coach,319,non-refundable
7012,business,734,refundable
7012,business,659,non-refundable
7012,first_class,985,refundable
7012,first_class,885,non-refundable
2373,coach,447,refundable
2373,coach,397,non-refundable
2373,business,744,refundable
2373,business,669,non-refundable
2373,first_class,988,refundable
2373,first_class,888,non-refundable
9503,coach,450,refundable
9503,coach,400,non-refundable
9503,business,727,refundable
9503,business,652,non-refundable
9503,first_class,904,refundable
9503,first_class,804,non-refundable
1822,coach,327,refundable
1822,coach,277,non-refundable
1822,business,582,refundable
1822,business,507,non-refundable
1822,first_class,977,refundable
1822,first_class,877,non-refundable
8154,coach,250,refundable
8154,coach,200,non-refundable
8154,business,640,refundable
8154,business,565,non-refundable
8154,first_class,1045,refundable
8154,first_class,945,non-refundable
7225,coach,300,refundable
7225,coach,250,non-refundable
7225,business,630,refundable
7225,business,555,non-refundable
7225,first_class,1048,refundable
7225,first_class,948,non-refundable
2695,coach,435,refundable
2695,coach,385,non-refundable
2695,business,699,refundable
2695,business,624,non-refundable
2695,first_class,1022,refundable
2695,first_class,922,non-refundable
8216,coach,343,refundable
8216,coach,293,non-refundable
8216,business,664,refundable
8216,business,589,non-refundable
8216,first_class,942,refundable
8216,first_class,842,non-refundable
4616,coach,267,refundable
4616,coach,217,non-refundable
4616,business,702,refundable
4616,business,627,non-refundable
4616,first_class,1076,refundable
4616,first_class,976,non-refundable
9087,coach,419,refundable
9087,coach,369,non-refundable
9087,business,610,refundable
9087,business,535,non-refundable
9087,first_class,958,refundable
9087,first_class,858,non-refundable
7579,coach,412,refundable
7579,coach,362,non-refundable
7579,business,702,refundable
7579,business,627,non-refundable
7579,first_class,1023,refundable
7579,first_class,923,non-refundable
2604,coach,419,refundable
2604,coach,369,non-refundable
2604,business,759,refundable
2604,business,684,non-refundable
2604,first_class,1044,refundable
2604,first_class,944,non-refundable
131,coach,359,refundable
131,coach,309,non-refundable
131,business,707,refundable
131,business,632,non-refundable
131,first_class,989,refundable
131,first_class,889,non-refundable
4192,coach,401,refundable
4192,coach,351,non-refundable
4192,business,633,refundable
